GUID,Material Name,Categories,Descriptive Properties - Physical Properties,Descriptive Properties - Density,Descriptive Properties - Chemical Properties,Descriptive Properties - Mechanical Properties,Descriptive Properties - Modulus of Elasticity,Descriptive Properties - Poissons Ratio,Descriptive Properties - Shear Modulus,Descriptive Properties - Electrical Properties,Descriptive Properties - Volume Resistivity,Descriptive Properties - Dielectric Constant,Descriptive Properties - Dielectric Loss Index,Descriptive Properties - Thermal Properties,"Descriptive Properties - CTE, linear",Descriptive Properties - Thermal Conductivity,"Descriptive Properties - Transformation Temperature, Tg",Descriptive Properties - Softening Point,Descriptive Properties - Working Point,Descriptive Properties - Annealing Point,Descriptive Properties - Optical Properties,Descriptive Properties - Refractive Index,Descriptive Properties - UV Transmittance,Descriptive Properties - Hydrolytic Resistance,Descriptive Properties - Stress-optical Coefficient K (10-6mm2N-1),Descriptive Properties - tk100(°C),"Descriptive Properties - Maximum Service Temperature, Air",Descriptive Properties - CaO+MgO,Descriptive Properties - SiO2,Descriptive Properties - Classification Temperature (°C)
20bd2b38f67b4aa39226137599f0b45b,Cotronics Resbond™ 907 High Temperature Ceramic Adhesive,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5294fe1db5f247238fafa14fcd5da666,PPT FP160 Fully Sintered Ferrite Powder,Ceramic;Oxide,Metric,50-200µm,Metric,60 emu/g,,,,,,,,,,,,,,,,,,,,,,,,
bc4c0eb3ba644b4fa1b825e7d1727fae,Aremco Ceramabond™ 618-N High Temperature Ceramic Adhesive/Paste,Ceramic;Oxide;Silicon Oxide,Metric,,Metric,,0.0650-³,0.00g/l,40000-60000cP,English,77.0ft-lb,156kV/in,English,0.330-°F,,English,122-,2.00hour@Temperature,6.00Month@Temperature 40.0 -,Good,Excellent,618-N-T,,,,,,,,
508879f8142b4473bbdd205f8ce7ff68,AISI 1141 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599e460a872342faaf43184af5b92a90,Schott N-LASF31a Glass,Ceramic;Glass,Metric,,,,³,,,English,,,English,3.72-°F@Temperature -22.0 -,,,,,,,,,English,2.3,1.0,0.00,650,0.301,0.440J/g-°C,0.790W/m-K
1bec4ded19434bc3a57e3d2a307ee37b,Morgan Advanced Ceramics Firelite 95 Thermal Ceramic,Ceramic;Oxide,Metric,,,,,,,English,,,English,,<=,,,,,,,,,,,,,,,0.420W/m-K@Temperature 200 °C
9b5f33a4df164c53a771f498802f7d74,Imerys TIMREX® PP 25 Natural Flake Graphite,Carbon;Graphite;Other Engineering Material;Additive/Filler for Polymer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f1ccd14e7174b5c9b7ae28a2b54f040,AISI 1095 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;High Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e537afea6ec048efb2865e2296656d2d,Imerys NYAD® 400 Wollastonite,Ceramic;Oxide;Silicon Oxide;Other Engineering Material;Additive/Filler for Polymer,Metric,>=2.0µm,Metric,,³,,,English,,,English,3.61-°F,,,,,,,,,,,,,,,,2.63-2.77W/m-K
b106afc766e644058ced099b1031ba8e,Saint-Gobain Chemfab®  PTFE Coated Beta Fiberglass Conveyor Belting,Ceramic;Glass;Glass Fiber,Metric,,,,³,,,English,,,English,,,,,,,,,,,,,,,,,
4e0af990fae74bb7b31e77692d61f5db,H.C. Starck Grade F Titanium Diboride,Ceramic;Boride,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21c7ac8a59094da6ba8bb2d4e567e648,American Elements Aluminum Nanoparticles,Metal;Nonferrous Metal;Pure Element,Metric,2.70g/cc,0.010-0.030µm,Metric,660.32°C,2519°C,Black,,,,,,,,,,,,,,,,,,,,,
3492ae6bb3474bd3940b1f4f45a2e04e,Saint-Gobain Chemfab® 1590 PTFE Coated Fiberglass Conveyor Belting,Ceramic;Glass;Glass Fiber,Metric,0.4976-0.5381g/cc,,Metric,,,,English,<= 1.0 %,180pli,,,,,,,,,,,,,,,,,,
193434cf42e343fab880e1dabdb143ba,AISI 1045 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53cdb6ba757c4d6eb29ddd04a0bf04d1,Morgan Advanced Ceramics Sintox™ Al (Porous) >99% Alumina,Ceramic;Oxide;Aluminum Oxide,Metric,3.30g/cc,1.0-12µm,Metric,,,,English,,,2730-,0.00 %,81 - 86,14300 - 18500,370-400GPa@Temperature 20.0 °C,70.0-110MPa@Temperature 20.0 °C,2000-2500MPa,4.00MPa-m½,Metric,1.00e+7-6.00e+8ohm-cm@Temperature 600 °C,9.3@Frequency 1e+9 Hz,"20.0-31.5kV/mm@Thickness 2.00 - 3.00 mm,Temperature 20.0 °C",0.00014@Frequency 1e+9 Hz,0.00029@Frequency 1e+7 Hz,0.00029@Frequency 1e+7 Hz,,English,>= 99 %
b77de3c0b0304deeace3338f6f4093f2,Poraver Idealboard (1-2 mm),Ceramic;Glass,Metric,0.330-0.370g/cc,,,,,,English,,,,,,,,11.00-13.00MPa,,,,,,,,,,,,
82712c0a5fa343b98556b3c2fa40aeaa,ATI Wah Chang Spectrographic Grade Zirconium Oxide,Ceramic;Oxide;Zirconium Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b58ee61a3745453a9232f7864abba,AISI 1020 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1748f1a09c84af3a8cc4d26f03820ac,Morgan Advanced Ceramics Morflo 40 SiC Thermal Ceramic,Ceramic;Oxide,Metric,,,Metric,,,,English,,,<=,,,,,,50.0-80.0MPa@Treatment Temp. 110 °C,,,,,,,,,,English,30 %
d89c4192679a4957b19080f202048220,Saint-Gobain Chemfab® TCN® 1590 Leno Weave Nomex/Fiberglass Belting Material,Ceramic;Glass;Glass Fiber,Metric,0.2917-0.3242g/cc,,Metric,,,,English,<= 2.0 %,150pli,,,,,,,,,,,,,,,,,,
8db911d1de7f42b5880d07574ba8c890,Nabaltec NABALOX® NO 295 Polishing Alumina,Ceramic;Oxide;Aluminum Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4011c1adbfe45ac965bbdd25a2140f0,CeramTec Rubalit® A 1896 Alumina,Ceramic;Oxide;Aluminum Oxide,Metric,3.73g/cc,0.00 %,>= 10,Metric,1520,330MPa,330GPa,330MPa,3400MPa,0.23,4.00MPa-m½,134GPa,Metric,>=1.00e+7ohm-cm@Temperature 800 °C,10@Frequency 1e+7 Hz,20.0kV/mm,0.0010@Frequency 1e+7 Hz,Metric,5.40-°C@Temperature 20.0 - 200 °C,0.900J/g-°C@Temperature 20.0 - 100 °C,24.0W/m-K@Temperature 20.0 - 100 °C,1450°C,1450°C,,R1 = [σs(1-µ)] / (α·E),,
ed94f2742f5948e3809d0b1779538183,Chosun Refractories SFC-70 SiC Castable,Ceramic;Carbide,,,,,Metric,,,,,"52.0MPa@Treatment Temp. 110 °C,Time 86400 sec",,,,,,,,,Metric,,,,1700°C,,,,"-0.150 %@Temperature ,Time 3.00 hour",English
94ce0c1f4eee4d479bfd783cb20cf561,Gallium,Metal;Nonferrous Metal;Pure Element,Metric,5.445g/cc@Temperature 1100 °C,,,Metric,,,,,,,,,Metric,,,,,Metric,58.0-°C@Temperature 20.0 °C,0.330J/g-°C,41.0W/m-K,,,,,,English
aee3b5ac6fff432cb16d0ba5a6525952,MarkeTech AN 160 Aluminum Nitride Ceramic Substrate,Ceramic;Nitride,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b428522b8e34698a33bf8d40c8c42b0,Chosun Refractories SB90S Bricks,Ceramic;Carbide,Metric,,,,Metric,,,,,132MPa,,,,,,,,,Metric,4.50-°C@Temperature 1000 °C,,,,,,,,English
d91288b3048846e2a0faa403367c2bee,H.C. Starck Amperit® 559.074 Agglomerated,Ceramic;Carbide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50d829cf8a0347d9b2c8061e2a444fd4,Malvern Minerals Novacite® 1250 Untreated Lamellar Quartz Filler/Extender,Ceramic;Oxide;Silicon Oxide;Other Engineering Material;Additive/Filler for Polymer,Metric,,8.7 %,,Metric,,,,,,,,,,,,,,Metric,,0.803J/g-°C@Temperature 0.000 - 200 °C,,,,,,,English
f17b3dfeed5f42d391485d1983754dc2,Cesium,Metal;Nonferrous Metal;Pure Element,Metric,1.89g/cc,,,Metric,,,,,,,,,Metric,,,,,Metric,97.0-°C@Temperature 20.0 °C,0.209J/g-°C,36.0W/m-K,,,,,,English
9abf6ed9db5d4a74b581898adad7230a,Mercury Indium Telluride,Ceramic;Sulfide/Chalcogenide;Other Engineering Material;Semiconductor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc05e37d7e6c4329a9c232408b77081b,Autoclaved aerated concrete,Ceramic;Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ad60e9fb60a4daa9925cb662f2445c6,Morgan Advanced Ceramics Alumina AL998A Aluminum Oxide Ceramic,Ceramic;Oxide;Aluminum Oxide,Metric,3.94g/cc,>= 0.0040 %,25,Metric,86,391GPa,361MPa@Temperature 20.0 °C,0.19,4.30-4.60MPa-m½,Metric,4.00e+7ohm-cm@Temperature 700 °C,9.6@Frequency 1e+6 Hz,>=23.0kV/mm,0.00030@Frequency 1e+6 Hz,Metric,7.40-°C@Temperature 40.0 - 400 °C,0.911J/g-°C@Temperature 100 °C,27.0W/m-K@Temperature 100 °C,Metric,>= 99.8 %,ivory,Impurities (as SiO2),ΔT = 212°C,ASTM C1525,,,
c5438e13d2704531a0c6c319e4a7cf04,H.C. Starck Grade UF 15 Silicon Carbide,Ceramic;Carbide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3276e1011baf4b78be9cf505f480124a,NeoGraf eGRAF® SPREADERSHIELD™ SS400 Graphite,Carbon;Graphite,Metric,,,,Metric,,,,,,Metric,,,,,Metric,-0.400-°C,0.700J/g-°C,3.70W/m-K,,,,,,,,,-
fb440b0aa61647139d21b28a9421aea0,Vibrantz Technologies EG 4010 Display Device,Ceramic;Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e10a5edbe0af48a19b34d76921685eed,Chosun Refractories SF32 Hard Fireclay brick,Ceramic,Metric,,,,Metric,,,,,,,,,,,Metric,6.00-°C@Temperature 1000 °C,,,Metric,34 %,,,,,,,
ccd6542d7a9249888491707299433682,CoorsTek ACI-Ni6 Tungsten Carbide,Ceramic;Carbide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a794441ef5b749a59b4652903a6062a5,Soil,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f72dc13d46224763b81bc23ac3c75cd4,Thermal Ceramics MRI 90P Pre-Fired Refractory Shapes,Ceramic;Oxide;Aluminum Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39ea77ac50244edfbed114333b0a693e,Schott P-SK57 Glass,Ceramic;Glass,Metric,3.01g/cc,,,Metric,,93.0GPa,,0.249,,,,,,,Metric,7.20-°C@Temperature -30.0 - 70.0 °C,0.760J/g-°C,1.01W/m-K,,,,,,,,,
a883507488454416a7a5d79c075a4e29,Pyrotek IR-3 Low-Temperature Felt,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b7bbb23105f1416194e8bd2575991a29,Chosun Refractories LPCT-17PI Lance Castable,Ceramic;Oxide;Aluminum Oxide,Metric,"0.010791GPa@Temperature 110 °C,Time 86400 sec","49.0MPa@Treatment Temp. 110 °C,Time 86400 sec","-0.0900 %@Temperature 1350 °C,Time 10800 sec",Metric,87 %,10 %,"Casting, Vibrating",6.0,,,,,,,,,,,,,,,,,,,
3e16b5742a8d4cf997490d112ec95c3c,Ohara S-LAH52Q Optical Glass,Ceramic;Glass;Optical,Metric,,,,,,,,,English,4.47g/cc,English,52.2,620@Load 0.220 lb,,,0.313,66,3.33-°F@Temperature -22.0 -,,,,,,Metric,41.98,"92.6 %@Thickness 10.0 mm,Wavelength 380 nm","75 %@Thickness 10.0 mm,Wavelength 2400 nm"
b2c52865687c452cbad7d03086f19dc3,Momentive Performance Materials Type 254 Fused Quartz Tubing,Ceramic;Glass;Oxide;Silicon Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b506988eb78341d88032082b1a6642ed,Morgan Advanced Ceramics WDS® FlexiPipe Porextherm,Ceramic;Oxide;Silicon Oxide,Metric,,1.029MPa,1.0 %@Treatment Temp. 800 °C,Metric,,80 %,,,English,,,,,,,,,,,,,,,,,,
694d684ba86648de909f227d20e3ab3d,Imerys NYGLOS® M3 Wollastonite,Ceramic;Oxide;Silicon Oxide;Other Engineering Material;Additive/Filler for Polymer,Metric,,,,Metric,0.30 %,52.94 %,,,English,,,,,43900-@Diameter 0.000118 -,,,,3.61-°F,18.3-,,,,,Metric,,,
bc9332bf21244ffbb175cd1e628cdfd4,Aremco Quartz-Coat™ 845 High Temperature Ceramic-Inorganic Coating,Ceramic;Other Engineering Material;Ceramic/Metallic Coating,,,,,,,,,,English,1.44g/cc,,,,,,,,,,,,,,,,,
8e82c869933b4c79ac2f1b5137813806,BNZ Materials BNZP-26 Insulating Firebrick (French Grade),Ceramic;Oxide;Aluminum Oxide,Metric,,2.20MPa,"0.50 %@Temperature 1400 °C,Time 43200 sec",,,,,,English,,,,,,,,,4.17-°F@Temperature 68.0 -,,,,,,,,,
ea88fdd1e0dd44a789c4c4b7d51e6ced,Schott Glass 8448 Intermediate Sealing Glass,Ceramic;Glass,,,,,,,,,,English,,,,,,,,,2.11-°F@Temperature 68.0 -,,,,,,Metric,,,
e542a921e5094c2ba60148f1215656c0,CeramTec Sonox® P505 Piezoceramic,Ceramic;Oxide;Piezoelectric,,,,,,,,,,English,,,,,,,,,,,,,,,,,,
3e01c4012b0e46909f5da42f73223677,CeramTec ALUTIT® T Aluminum Titanate (Thermal Shock Optimized),Ceramic;Oxide;Aluminum Oxide;Titanium Oxide,Metric,,,,,,,,,English,,,,,,,,,<=0.556-°F@Temperature 68.0 -,,,,,,,,,
75dbee2285494cac81a38807bd6346bd,Schott N-LAF7 Glass,Ceramic;Glass,Metric,3.73g/cc,Metric,2.0,Metric,530,96.0GPa,0.271,38.0GPa,Metric,7.30-°C@Temperature -30.0 - 70.0 °C,0.620J/g-°C,0.830W/m-K,568°C,669°C,563°C,Metric,1.7495@Wavelength 587.6 nm,34.56,0.021525,"51.5 %@Thickness 10.0 mm,Wavelength 380 nm","67.9 %@Thickness 10.0 mm,Wavelength 2500 nm","17 %@Thickness 10.0 mm,Wavelength 365 nm",1,2.57,,,
f0b24058e2ec40258aa32111d8a7c3e3,Poraver 0.04-0.125 mm Expanded Glass,Ceramic;Glass,Metric,,,,,,,,,Metric,,,,,700°C,,,,,,,,,,,<= 0.50 %,40.0-125microns,Metric
8aa42b34112440a2bd3a27826bc4d842,Schott NG12 Neutral Density Filter,Ceramic;Glass;Optical;Filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb8fc1e8dc4d4ea7957234a28535cb81,Morgan Advanced Ceramics Insulating Firebricks TJM 26 Thermal Ceramic,Ceramic;Oxide,Metric,0.800g/cc@Temperature 23.0 °C,,,Metric,,,,,Metric,,,0.280W/m-K@Temperature 200 °C,,,,,,,,,,,,,,,Metric
b99e4edf10ee4cfdbd6849d6e7ece2f0,AISI 1050 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d972d808b1c4ac5ae544f308c7e1913,Morgan Advanced Ceramics Firemaster Board 350 Thermal Ceramic,Ceramic;Oxide,Metric,0.350g/cc,,,Metric,,,,,Metric,,,0.0700W/m-K@Temperature 200 °C,,,,,,,,,,,,,,,
bca4f815783f488b98535e119b30bc80,Huber Hubercarb® Q100 Calcium Carbonate Powder,Ceramic,Metric,,,,Metric,,,,,Metric,4.30-°C,,,,,,Metric,1.60,,,,,,,,,,
2e4e672a770b440ca93943b4ec81b9cd,Morgan Advanced Ceramics Kaowool™ Blanket SZr,Ceramic;Oxide,Metric,0.640-1.60g/cc@Temperature 23.0 °C,,,Metric,,,,,Metric,,1.13J/g-°C@Temperature 1090 °C,0.0600W/m-K@Temperature 200 °C,,,,,,,,,,,,,,,Metric
bda0f9a806264fe9a6c3492fd8e8d187,NanoAmor 95%,Carbon,Metric,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba37d9beb30d41f389ed6a8732f7ffbe,Mid-Mountain Materials SILTEX® 18 Amorphous Silica Textile,Ceramic;Glass;Glass Fiber;Oxide;Silicon Oxide;Other Engineering Material;Composite Fibers,Metric,0.8286g/cc,,,,,,,,Metric,,,,,,,,,,,,,,,,,737microns,
8d3ace18a3074b6fae4bd7b435df3956,CeramTec Rocar® SiF Silicon Carbide,Ceramic;Carbide,Metric,3.07g/cc,0.00 %,>= 14,Metric,1200,350MPa,395GPa,350MPa@Temperature 20.0 °C,3500MPa,0.17,4.00MPa-m½,169GPa,Metric,<=1.0ohm-cm@Temperature 20.0 °C,Metric,3.80-°C@Temperature 20.0 - 200 °C,0.700J/g-°C@Temperature 100 - 200 °C,40.0W/m-K@Temperature 1000 °C,1350°C,1350°C,Black,,,,,,
4d91b2bf84634146853ae2f051e3d13b,AISI 1018 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f15774249bb64e63a2242c1a20c3aaf2,CoorsTek AD-998 Alumina(nom. 99.8% Al 2 O 3 ),Ceramic;Oxide;Aluminum Oxide,Metric,3.92g/cc,0.00 %,,Metric,,,,375MPa,2500MPa,0.22,4.00-5.00MPa-m½,152GPa,Metric,,Metric,8.20-°C@Temperature 25.0 - 1000 °C,0.880J/g-°C,30.0W/m-K,1750°C,,Ivory,6.0µm,14.1,14.1,,>=1.00e+14ohm-cm,9.8@Frequency 1e+6 Hz
d5bc72a597e64bf98647b6d346d1e37c,AISI 4023 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bef724cf7f454d30a93f3206663796e7,Sharadaa Ceramics REFINSUL ZAP-018 Insulating Castables,Ceramic,Metric,,,,Metric,,,,,2.94MPa,,,,,,Metric,,,<=0.395W/m-K@Temperature 500 °C,,,,,,,,,
2d1d6d96969a448f8806b19c12e37d5a,MarkeTech BGO (Bismuth Germanate,Ceramic;Oxide,Metric,7.13g/cc,,,Metric,,,,,,,,,,,Metric,7.00-°C,,,,,,,,,,,
e1ac089dea5f4e6ca72cf0375c58c076,Schott N-F2 Glass,Ceramic;Glass,Metric,2.65g/cc,,,Metric,,,,,,0.228,,33.0GPa,,,Metric,7.80-°C@Temperature -30.0 - 70.0 °C,0.810J/g-°C,1.05W/m-K,,,,,600,600,,,
c72b7b17af28464580d9450ac0a2f1a2,AISI 1144 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58863eb66da84888a797eb2d80ca7598,AISI 4140 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dc544ad4d8b4216acc6ca7c676c87f8,H.C. Starck Amperit® 599.063 Agglomerated Sintered Molybdenum Carbide (Cr2O3),Ceramic;Carbide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271dadf3c2494c0f8a3026ad753f721b,Zircar Zirconia Buster M2-35 Alumina Boards,Ceramic;Machinable Ceramic;Oxide;Aluminum Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2b20b88160b046bcb24ae64b224b1134,ATI Wah Chang Reactor Grade Zirconium Oxide,Ceramic;Oxide;Zirconium Oxide,Metric,1.92-2.16g/cc,12-18µm,Metric,<= 0.010 %,<= 0.010 %,0.020 %,0.10 %,<= 0.50 %,<= 0.010 %,99.5,,,,,,,,,,,,,,,,,
dd1c6f2c0e9042448e263b84181cf9a7,Chosun Refractories 1600BOARD Board,Ceramic,Metric,0.180g/cc,,Metric,,,,,,,,English,,,"0.00 %@Temperature ,Time 24.0 hour",5.0 %,25,,,,,,,,,,,
9f42e9b0d70d408e8bd88fdec45163d8,Chosun Refractories H-3S High Alumina brick,Ceramic;Oxide;Aluminum Oxide,Metric,2.38g/cc,,Metric,,,,,,,,English,,,"-0.300 - 0.30 %@Temperature ,Time 2.00 hour",,,19 %,English,,2.78-°F@Temperature,52 %,1.5 %,"1,480",36=,,,
daeca1b8e86d4d489b894aa7aa560960,CoorsTek Ceramic Sm:YAG Yttrium Aluminum Garnet,Ceramic,Metric,,,,,,,,,,,English,,,,,,,English,,,,,,,3.64--in½,English,1.83@Thickness
ef3eb92738bc4a229c55aba72588dc64,Goodfellow HDPlas® GNP Plasma Functionalized Graphene Nanoplatelets,Carbon,Metric,0.215g/cc,0.30-0.50µm,,,,,,,,,,,,,,,,,,,,,,,,,
ef2f068830b3465cbc2dd06b5091cb7b,Mid-Mountain Materials ARMATEX® SF45 Silicone Rubber Coated Glass Fabric,Ceramic;Glass;Glass Fiber;Other Engineering Material;Composite Fibers,Metric,,,,,,,,,,,English,,,,,,,,,,,,,,,,
42a5907aa1a3450e821499fc7a1533d6,Chosun Refractories A-6 Insulating Firebrick,Ceramic,Metric,>=0.700g/cc,,,,,,,,,,English,,,,,,,English,<=,,,,,,,,
e7a35c5683b14967a261db73a2d5071c,Ceradyne Ceralloy® 546-3E Boron Carbide,Ceramic;Carbide,Metric,,,,,,,,,,,English,,,,,,,English,,3.11-°F@Temperature 68.0 -,,,,,-in½,,
0c0edd3afe6d,Schott SF5 Glass,Ceramic;Glass,Metric,,,,,,,,,,,English,,,,,,,English,,4.56-°F@Temperature -22.0 -,,,,,,English,1.6727@Wavelength 587.6 nm
d6382978b848472baee62b3e01a72aad,MarkeTech Repton 837 Zirconia + 4.4 mol% Calcia,Ceramic;Oxide;Zirconium Oxide,Metric,4.20g/cc,27 %,Metric,8.00-°C@Temperature 300 °C,Metric,95.6 %,500°C,,,,,,,,,,,,,,,,,,,,
b97c20366b164a6a87e6b5564c96aa69,Morgan Advanced Ceramics Firelite BM G Thermal Ceramic,Ceramic;Oxide,Metric,0.540g/cc,,Metric,,Metric,,,<=8000µm,@Treatment Temp.,,<=,1.0 %@Treatment Temp.,24.7 %,7.3 %,9.9 %,32.6 %,0.80 %,[110 % by weight],,,,,,,,,
97e98077b7a4425c9f1818e115033c7a,Chosun Refractories AIN-1 Special brick,Ceramic;Oxide;Silicon Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f33590645714adc802a6cf5b4273234,Thermal Ceramics Kao-Tex B-30 1800 Cloth,Ceramic;Oxide;Silicon Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8beb6fee4f6b4d0191208e7cd3aabee4,CeramTec 433 Alumina,Ceramic;Oxide;Aluminum Oxide,Metric,,,Metric,8.00-°C,Metric,,,,,,,,99.9 %,,,,,,³,0.00 %,2000,,,0.30,138GPa,>=1.00e+14ohm-cm,10@Frequency 1e+6 Hz
1d3c2ccbc8704fd38b6e49ecfe3a2812,Cotronics Resbond™ 908 High Temperature Ceramic Adhesive,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669862fe103a4a0ea8544ac35997f1bc,NeoGraf GRAFCELL® FFP-300 SERIES Flow Field Plate Graphite,Carbon;Graphite,Metric,,,Metric,1.00-5.00-°C,,,,,,,,,,,,,,,³,,,4350-,,,,,
c306ac9b94394d0d94ed83f6f80e4800,Thermal Ceramics Kao-Tex B-30 HT 1900 Cloth,Ceramic;Oxide;Silicon Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f2a8cfb89f241949c94b360958d8592,AISI 1019 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22f8b89cf9e148c39e1d67b39829db71,Poco Graphite SUPERSiC® Si-8C Silicon Carbide,Ceramic;Carbide,Metric,2.95g/cc,0.00 %,Metric,2.40-°C,,,,,,,,,,,,,,,³,,,,,0.17,138GPa,,
bb2de763b7964610b8a75d3fa2c3ce26,Momentive Performance Materials PolarTherm® PT131 Boron Nitride (BN) Powder,Ceramic;Nitride;Other Engineering Material;Additive/Filler for Polymer,Metric,0.400g/cc,0.40µm,White,0.7-1.2 %,,,,,,,,,,,,,,,,,,,,,,,
87597d62662c46a7a308b11e16c563c6,Limestone,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053a497b58644d9aca79f67c76403f3,CoorsTek EXCALIBUR® Min. 99.8% Alumina,Ceramic;Oxide;Aluminum Oxide,Metric,,2.50µm,Ivory,,3.96g/cc,Metric,18.0@Load 1.00 kg,450GPa,450MPa,2700MPa,0.220,4.50-5.50MPa-m½,Metric,1.00e+8ohm-cm@Temperature 1000 °C,10.0@Frequency 1.00e+6 Hz,18.5kV/mm@Thickness 1.00 mm,<= 0.000100@Frequency 1.00e+6 Hz,Metric,8.10-°C@Temperature 25.0 - 1000 °C,0.800J/g-°C,33.0W/m-K,1750°C,,,,,
4beb917f26d64af196d0e12e181096ca,Vibrantz Technologies EG 2807 Metal Sealing,Ceramic;Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af7ad1eb904d44ec805e60e0db8fd4a2,Schott N-BALF4 Glass,Ceramic;Glass,Metric,,,,,3.11g/cc,Metric,,77.0GPa,,,0.245,,,,,,,Metric,6.50-°C@Temperature -30.0 - 70.0 °C,0.690J/g-°C,0.850W/m-K,,Metric,English,1.0,540,
bb9b8da224fb41fcb69b5579be432cdf,CeramTec CeramCool® Rubalit® 708 Alumina,Ceramic;Oxide;Aluminum Oxide,Metric,,3.0-5.0µm,White,,3.78g/cc,Metric,,340GPa,400MPa,,,,Metric,1.00e+10ohm-cm@Temperature 600 °C,9.8@Frequency 1e+6 Hz,,0.00030@Frequency 1e+6 Hz,Metric,6.80-°C@Temperature 20.0 - 300 °C,0.800J/g-°C,24.0W/m-K@Temperature 20.0 - 100 °C,,,,,,
ce6975f411914046b675be20ba273609,CIMBAR Suspengel™ 200 Plus High Purity Bentonite,Ceramic;Clay;Oxide;Silicon Oxide;Other Engineering Material;Additive/Filler for Polymer,Metric,1.15g/cc,,,,,,,,,,,,,,,,,,,,,,,,,,
25056b12f9f44d51b4e8d9d79449034d,Gravel,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41d8e4317cc9402081d0d52ad2d43e62,Aremco 502-1835 Aluminum Nitride,Ceramic;Machinable Ceramic,Metric,,,Light Gray,,3.32g/cc,Metric,,,407MPa,352MPa,,2.50MPa-m½,Metric,>=1.00e+12ohm-cm,8.8@Frequency 1e+6 Hz,31.0kV/mm,,Metric,4.68-°C,,170W/m-K,999°C,,,,,
1d8f2d1ddecc469fb419592c786e7504,Aremco Pyro-Tape™ 682-TB2-4 Thermal Barrier Ceramic Tape,Ceramic;Oxide;Silicon Oxide,Metric,,,,,,,,,,,,,,,,,,Metric,,,0.159W/m-K@Temperature 316 °C,,,,,,
